,Actual size,Exposure,Maintenance fees,Possession,Age of building,Outdoor space,Price/sqm,Locker,Heating type:,Parking type:,Property type:,Area:,Ensuite laundry:,Parking:,Corp #:,Size:,Show all,Bed,Bath,Parking,price,Broker,MLS Number,address,amenities,included_in_maintenance_fees
0,505,E,$413.13 ,Immediate/Tba,2 years old,Open Balcony,"$11,700 ",Owned,Forced Air,Underground,Condo Apt,Bayview Village,Yes,Yes,TSCC-2741,46-56 sqm, details,1,1,1,"$549,900 ","HOMELIFE NEW WORLD REALTY INC., BROKERAGE",C5429185,2206 - 115 Mcmahon Dr,"Car Wash, Concierge, Gym, Party Room, Tennis Court, Visitor Parking, Games Room, Indoor Pool","Heat, Water, Air Conditioning, Building Insurance, Common Element"
0,850,SW,$700.88 ,Asap,8 years old,Open Balcony,"$10,695 ",None,Forced Air,Underground,Condo Apt,CityPlace,Yes,Yes,TSCC-2301,74-84 sqm, details,2,2,1,"$844,900 ","RIGHT AT HOME REALTY INC., BROKERAGE",C5429187,2209 - 21 Iceboat Terr,"Concierge, Gym, Indoor Pool, Party Room, Security Guard, Beanfield Fibre Available, Guest Suites, Meeting Room","Heat, Water, Air Conditioning, Common Element, Building Insurance"
0,904,NE,$903.66 ,Tbd,30 years old,None,"$8,798 ",Ensuite,Fan Coil,Underground,Condo Apt,The Waterfront,Yes,Yes,MTCC-979,84-93 sqm, details,1+1,1,1,"$739,000 ","RIGHT AT HOME REALTY INC., BROKERAGE",C5430278,1907 - 10 Yonge St,"Gym, Guest Suites, Indoor Pool, Party Room, Security Guard, Concierge, Parking Garage, Pet Restriction","Heat, Water, Hydro, Cable TV, Air Conditioning, Common Element, Building Insurance, Parking"
0,562,NE,$337.00 ,Tba,4 years old,Open Balcony,"$11,519 ",Owned,Forced Air,Underground,Condo Apt,Yorkdale | Glen Park,Yes,Yes,TSCC-2595,46-56 sqm, details,1+1,1,1,"$599,000 ","DREAM MAKER REALTY INC., BROKERAGE",W5430336,807 - 16 Mcadam Ave,"Bike Storage, Party Room, Rec Room, Security Guard, Security System, Visitor Parking, Rooftop Deck, Media Room","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,803,NE,$637.28 ,Immediately,11 years old,Open Balcony,"$11,999 ",Owned,Forced Air,Underground,Condo Apt,Yonge and Bloor,Yes,Yes,TSCC-2117,74-84 sqm, details,2,2,1,"$899,900 ","HOMELIFE LANDMARK REALTY INC., BROKERAGE",C5429259,1608 - 110 Charles St E,"Concierge, Games Room, Gym, Outdoor Pool, Party Room, Visitor Parking, Beanfield Fibre Available, Guest Suites","Heat, Water, Air Conditioning, Common Element, Building Insurance"
0,905,NW,$907.89 ,30 Days/Tba,10 years old,Open Balcony,"$11,665 ",None,Heat Pump,Underground,Condo Apt,The Core,Yes,Yes,TSCC-2130,84-93 sqm, details,2+1,2,1,"$979,900 ","SUTTON GROUP QUANTUM REALTY INC., BROKERAGE",C5430057,4401 - 55 Bremner Blvd,"Concierge, Gym, Indoor Pool, Outdoor Pool, Party Room, Rooftop Deck, Beanfield Fibre Available, Business Centre (WiFi)","Heat, Water, Air Conditioning, Common Element, Building Insurance"
0,2074,N,$823.00 ,Tba,4 years old,None,"$5,834 ",Exclusive,Forced Air,Underground,Condo Apt,Yorkville,Yes,Yes,TSCC-2586,65-74 sqm, details,2,2,1,"$1,126,000 ","RE/MAX REALTRON REALTY INC., BROKERAGE",C5432027,3103 - 155 Yorkville Ave,"Concierge, Gym, Guest Suites, Party Room, Security Guard, Security System, Games Room, Media Room","Heat, Water, Air Conditioning, Common Element, Building Insurance"
0,858,E,$790.00 ,Flexible,5 years old,Open Balcony,"$9,374 ",Owned,Forced Air,Underground,Condo Apt,Corktown,Yes,Yes,TSCC-2549,74-84 sqm, details,2+1,2,1,"$749,888 ","RE/MAX HALLMARK REALTY LTD., BROKERAGE",C5427431,S318 - 455 Front St E,"Bike Storage, Concierge, Gym, Guest Suites, Party Room, Beanfield Fibre Available, Meeting Room, Outdoor Patio","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking, Internet"
0,500-599,N,$648.46 ,Flexible,31-50 years old,Open Balcony,"$6,768 - $8,239",None,Radiant,Shared,Co-Ownership Apt,Church St. Corridor,No,Yes,,46-56 sqm, details,1,1,1,"$379,000 ","RE/MAX HALLMARK REALTY LTD., BROKERAGE",C5427483,309 - 30 Gloucester St,"Gym, Rec Room, Security Guard, Visitor Parking, BBQ Permitted, Bike Storage, Concierge, Security System","Heat, Water, Hydro, Building Insurance, Common Element"
0,1400-1599,SE,"$2,095.20 ",30-60 Days/Tbd,-,Open Balcony,"$8,054 - $9,231",Exclusive,Radiant,Underground,Co-Op Apt,Rosedale-Moore Park,No,Yes,,130-149 sqm, details,3,2,1,"$1,200,000 ","ROYAL LEPAGE SIGNATURE REALTY, BROKERAGE",C5427325,335 - 21 Dale Ave,"Concierge, Gym, Indoor Pool, Outdoor Pool, Visitor Parking","Heat, Water, Cable TV"
0,525,E,$415.63 ,Flex,9 years old,Juliet Balcony,"$12,243 ",Owned,Forced Air,Underground,Condo Apt,Moss Park,Yes,Yes,TSCC-2221,46-56 sqm, details,1+1,1,1,"$599,900 ","SUTTON GROUP REALTY SYSTEMS INC., BROKERAGE",C5427473,LPH16 - 320 Richmond St E,"Beanfield Fibre Available, Concierge, Guest Suites, Meeting Room, Parking Garage, Party Room, Pet Restriction, Rooftop Deck","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,700-799,E,$555.00 ,Tba,2 years old,Open Balcony,"$9,446 - $10,754",Owned,Forced Air,Underground,Condo Apt,King West,Yes,Yes,TSCC-2744,65-74 sqm, details,2,2,1,"$699,000 ","ROYAL ELITE JERRY WEN REALTY INC., BROKERAGE",C5426992,524 - 576 Front St W,"Bike Storage, Concierge, Gym, Outdoor Pool, Rooftop Deck, BBQ Permitted, Coin Laundry, Games Room","Building Insurance, Common Element"
0,855,SE,$581.54 ,45-60 Tba,8 years old,Terrace,"$10,114 ",Exclusive,Forced Air,NA,Condo Apt,The Beaches,Yes,No,TSCC-2318,74-84 sqm, details,2,2,0,"$799,000 ","CHESTNUT PARK REAL ESTATE LIMITED, BROKERAGE",E5427220,204 - 323 Kingston Rd,"Rooftop Deck, Public Transit, BBQ Permitted, Outdoor Patio, Pet Restriction, Security System","Water, Common Element, Building Insurance"
0,855,SW,$577.47 ,30-60 Days/Tba,0 years old,Open Balcony,"$12,354 ",None,Forced Air,Underground,Condo Apt,Church St. Corridor,Yes,Yes,TSCC-2840,74-84 sqm, details,3,2,1,"$975,990 ","SLAVENS & ASSOCIATES REAL ESTATE INC., BROKERAGE",C5427490,1204 - 77 Mutual St,"Party Room, Yoga Studio, Bike Storage, Business Centre (WiFi), Concierge, Dining Room, Games Room, Guest Suites","Heat, Water, Hydro, Common Element, Building Insurance"
0,1200-1399,N,$861.94 ,Immediate,New,Open Balcony,"$8,846 - $10,360",None,Forced Air,Underground,Condo Apt,Cliffcrest,Yes,Yes,,111-130 sqm, details,3,3,1,"$1,150,000 ","SAGE REAL ESTATE LIMITED, BROKERAGE",E5428047,902 - 2799 Kingston Rd,"Concierge, Gym, Media Room, Party Room, Rooftop Deck, Security Guard","Heat, Water"
0,900-999,NE,$530.53 ,2022-04-18 0:00,-,Open Balcony,"$11,096 - $12,285",Owned,Forced Air,Underground,Comm Element Condo,Bayview Village,Yes,No,TSCC,84-93 sqm, details,3,2,0,"$1,031,900 ","PROMPTON REAL ESTATE SERVICES CORP., BROKERAGE",C5427602,3008 - 95 Mcmahon Dr,"Car Wash, Concierge, Gym, Indoor Pool, Sauna, Visitor Parking","Heat, Water"
0,625,SE,$533.13 ,30 Days,7 years old,Open Balcony,"$10,328 ",Owned,Forced Air,Underground,Condo Apt,Willowdale East,Yes,Yes,TSCC-2396,56-65 sqm, details,1+1,1,NA,"$599,000 ","HARVEY KALLES REAL ESTATE LTD., BROKERAGE",C5426969,1807 - 120 Harrison Garden Blvd,"Bike Storage, Concierge, Gym, Indoor Pool, Party Room, Visitor Parking, Public Transit, BBQ Permitted","Water, Common Element, Building Insurance, Parking"
0,1300,SW,"$1,080.42 ",60/Flex,45 years old,Open Balcony,"$4,860 ",Exclusive,Forced Air,Underground,Condo Apt,Parkwoods-Donalda,Yes,Yes,YCC-274,111-130 sqm, details,3,2,1,"$588,000 ","HARVEY KALLES REAL ESTATE LTD., BROKERAGE",C5427064,1505 - 75 Graydon Hall Dr,"Concierge, Gym, Party Room, Sauna, Security Guard, Visitor Parking, Meeting Room, Pet Restriction","Heat, Water, Hydro, Cable TV, Air Conditioning, Common Element, Building Insurance, Parking"
0,1234,NS,$887.74 ,30/60/Tba,29 years old,Terrace,"$7,390 ",Owned,Other,Underground,Condo Townhouse,The Beaches,Yes,Yes,MTCC-1004,93-111 sqm, details,2,2,1,"$849,900 ","ROYAL LEPAGE REAL ESTATE SERVICES LTD., BROKERAGE",E5427397,2 - 2112 Queen St E,"BBQ Permitted, Security System, Visitor Parking, Pet Restriction, Enter Phone System","Water, Common Element, Building Insurance, Parking"
0,1017,E,$820.13 ,Tba,31 years old,Open Balcony,"$7,851 ",None,Forced Air,Underground,Condo Apt,Bay St. Corridor,Yes,No,MTCC-901,93-111 sqm, details,2+1,2,0,"$738,000 ","CENTURY 21 ATRIA REALTY INC., BROKERAGE",C5427044,1803 - 717 Bay St,"Parking Garage, Pet Restriction, Sauna, Security Guard, Security System, Indoor Pool, Concierge, Gym","Heat, Water, Hydro, Cable TV, Air Conditioning, Common Element, Building Insurance"
0,1169,E,$707.19 ,Flexible,13 years old,None,"$9,633 ",None,Forced Air,Underground,Condo Apt,Dovercourt-Wallace Emerson-Junction,Yes,Yes,TSCC-1954,93-111 sqm, details,2,2,1,"$1,050,000 ","SAGE REAL ESTATE LIMITED, BROKERAGE",W5427663,346 - 1100 Lansdowne Ave,"Bike Storage, Gym, Party Room, Security System, Visitor Parking, Media Room, Meeting Room, Parking Garage","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,1140,W,$500.00 ,30/60,46 years old,Open Balcony,"$5,659 ",Ensuite,Forced Air,Underground,Condo Apt,Newtonbrook West,Yes,Yes,YCC-201,93-111 sqm, details,3,2,NA,"$599,900 ","RE/MAX REALTRON REALTY INC., BROKERAGE",C5427042,211 - 205 Hilda Ave,"Visitor Parking, Pool, Parking Garage, Pet Restriction, Sauna, Security Guard, Security System, Tennis Court","Heat, Water, Hydro, Cable TV, Air Conditioning, Common Element, Building Insurance, Parking"
0,857,SE,$726.73 ,Tbd,1 years old,Terrace,"$10,624 ",Owned,Forced Air,Underground,Condo Apt,Stonegate-Queensway,Yes,Yes,TSCC-2805,74-84 sqm, details,2+1,2,1,"$849,900 ","KELLER WILLIAMS ADVANTAGE REALTY, BROKERAGE",W5427393,108 - 1 Neighbourhood Lane,"Bike Storage, Guest Suites, Gym, Party Room, Rooftop Deck, Security Guard, BBQ Permitted, Concierge","Common Element, Building Insurance, Water"
0,920,SW,$788.57 ,30/60,31 years old,None,"$8,822 ",Owned,Forced Air,Underground,Comm Element Condo,Mimico,Yes,Yes,MTCC-864,84-93 sqm, details,2,2,1,"$749,900 ","ROYAL LEPAGE SIGNATURE REALTY, BROKERAGE",W5427485,1203 - 2261 Lake Shore Blvd W,"Concierge, Public Transit, Party Room, Visitor Parking, Car Wash, Elevator, Meeting Room, Parking Garage","Heat, Water, Hydro, Cable TV, Air Conditioning, Common Element, Building Insurance"
0,1400-1599,SW,"$1,639.14 ",Flexible/Tba,29 years old,None,"$10,725 - $12,292",Owned,Forced Air,Underground,Condo Apt,Forest Hill South,Yes,2,MTCC-1024,130-149 sqm, details,2,2,2,"$1,598,000 ","HOMELIFE/CIMERMAN REAL ESTATE LIMITED, BROKERAGE",C5427041,902 - 10 Tichester Rd,"Concierge, Gym, Indoor Pool, Party Room, Rooftop Deck, Visitor Parking, Security Guard","Heat, Water, Hydro, Cable TV, Air Conditioning, Common Element, Building Insurance, Parking"
0,555,N,$580.02 ,60/Tba,11 years old,Terrace,"$9,325 ",Owned,Forced Air,Underground,Condo Apt,Banbury | Don Mills,Yes,Yes,TSCC-2060,46-56 sqm, details,1,1,NA,"$484,900 ","CENTURY 21 LEADING EDGE REALTY INC., BROKERAGE",C5426884,105 - 120 Dallimore Circ,"BBQ Permitted, Concierge, Gym, Indoor Pool, Party Room, Visitor Parking, Guest Suites, Media Room","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,1170,SW,"$1,092.97 ",January/Flex,26 years old,Open Balcony,"$7,237 ",None,Forced Air,Underground,Condo Apt,Willowdale East,Yes,Yes,MTCC-1088,93-111 sqm, details,2+1,2,1,"$788,800 ","HOMELIFE NEW WORLD REALTY INC., BROKERAGE",C5427525,409 - 28 Hollywood Ave,"Concierge, Gym, Indoor Pool, Party Room, Sauna, Visitor Parking, Parking Garage, Pet Restriction","Heat, Water, Hydro, Cable TV, Air Conditioning, Common Element, Building Insurance, Parking"
0,900-999,N,$325.31 ,Tbd/120 Days,10 years old,Terrace,"$8,601 - $9,523",None,Forced Air,Shared,Condo Townhouse,Dovercourt-Wallace Emerson-Junction,Yes,Yes,TSCC-2154,84-93 sqm, details,2+1,2,1,"$799,900 ","ROYAL LEPAGE SUPREME REALTY, BROKERAGE",W5427669,118 - 20 Elsie Lane,"BBQ Permitted, Bike Storage, Visitor Parking, Pets, Rooftop Deck, Parking Garage, Security System","Water, Common Element"
0,800-899,W,$309.00 ,Immediate/Tbd,3 years old,Terrace,"$7,738 - $8,784",Owned,Forced Air,Underground,Condo Townhouse,Etobicoke West Mall,Yes,Yes,TSCC-2680,74-84 sqm, details,2,2,1,"$650,000 ","ROYAL LEPAGE REAL ESTATE SERVICES LORETTA PHINNEY, BROKERAGE",W5428965,204 - 3 Applewood Lane,"BBQ Permitted, Bike Storage, Parking Garage, Visitor Parking","Water, Common Element, Building Insurance"
0,626,E,$526.00 ,Tba,5 years old,Open Balcony,"$8,274 ",Owned,Forced Air,Underground,Condo Apt,West Humber | Clairville,Yes,Yes,TSCC-2527,56-65 sqm, details,1+1,1,1,"$479,900 ","MODERN SOLUTION REALTY INC., BROKERAGE",W5427274,708 - 80 Esther Lorrie Dr,"Rooftop Deck, Concierge, Party Room, Visitor Parking, BBQ Permitted, Bike Storage, Meeting Room, Parking Garage","Heat, Water, Cable TV, Air Conditioning, Common Element, Building Insurance, Parking"
0,1200-1399,S,"$1,200.02 ",Immediately,44 years old,Open Balcony,"$3,192 - $3,738",Owned,Forced Air,Underground,Comm Element Condo,West Hill,Yes,Yes,YCC-365,111-130 sqm, details,3,2,1,"$414,900 ","RIGHT AT HOME REALTY INC., BROKERAGE",E5427773,306 - 4062 Lawrence Ave E,"BBQ Permitted, Parking Garage, Visitor Parking","Heat, Water, Cable TV"
0,715,NW,$749.74 ,2022-01-01 0:00,17 years old,Open Balcony,"$11,059 ",Owned,Forced Air,Underground,Condo Apt,Yonge-St. Clair,Yes,Yes,TSCC-1591,65-74 sqm, details,1+1,1,1,"$729,900 ","RE/MAX REAL ESTATE SOLUTIONS, BROKERAGE",C5427732,709 - 10 Delisle Ave,"Gym, Rec Room, Security Guard, Security System, Concierge, Public Transit, Party Room, Visitor Parking","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,600-699,S,$757.58 ,Vacant,41 years old,None,"$7,985 - $9,268",Owned,Heat Pump,Underground,Condo Apt,Annex - U of T,No,Yes,YCC-529,56-65 sqm, details,1,1,NA,"$519,000 ","TRADEWORLD REALTY INC, BROKERAGE",C5427591,310 - 212 St George St,"Gym, Rooftop Deck, Sauna, Security System, Parking Garage, Pet Restriction","Heat, Water, Hydro, Cable TV, Common Element"
0,1200-1399,N,$470.00 ,Tba,50 years old,None,"$5,300 - $6,207",Ensuite,Baseboard,Garage,Condo Townhouse,Centennial Scarborough,No,2,YCC-71,111-130 sqm, details,3,2,2,"$689,000 ","CENTURY 21 PERCY FULTON LTD., BROKERAGE",E5427616,61 - 121 Centennial Rd,"BBQ Permitted, Visitor Parking, Parking Garage","Water, Cable TV"
0,1014,N,$864.32 ,Tba,18 years old,Open Balcony,"$9,564 ",Owned,Forced Air,Underground,Condo Apt,King West,Yes,Yes,TSCC-1549,93-111 sqm, details,2+1,2,NA,"$899,000 ","BAY STREET INTEGRITY REALTY INC., BROKERAGE",C5427743,PH26 - 250 Wellington St W,"BBQ Permitted, Guest Suites, Indoor Pool, Party Room, Rooftop Deck, Visitor Parking, Concierge, Public Transit","Heat, Water, Hydro, Air Conditioning, Common Element, Building Insurance, Parking"
0,477,W,$390.73 ,Flex,16 years old,None,"$10,682 ",None,Forced Air,Underground,Condo Apt,Woburn,Yes,Yes,TSCC-1650,46-56 sqm, details,1,1,1,"$470,000 ","PURPLEBRICKS, BROKERAGE",E5427697,1711 - 38 Lee Centre Dr,"Concierge, Public Transit, Party Room, Elevator, Guest Suites, Meeting Room, Parking Garage, Pet Restriction","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,632,W,$590.24 ,Tenant,6 years old,Terrace,"$10,339 ",Owned,Heat Pump,Underground,Condo Apt,Little Portugal,Yes,Yes,TSCC-2488,56-65 sqm, details,2,1,1,"$610,000 ","ROYAL LEPAGE TERREQUITY PLATINUM REALTY, BROKERAGE",C5427709,715E - 36 Lisgar St,"Bike Storage, Concierge, Gym, Party Room, Security Guard, Beanfield Fibre Available, Elevator, FibreStream Internet","Heat, Water, Air Conditioning, Common Element, Building Insurance"
0,538,N,$366.15 ,Tba,5 years old,Open Balcony,"$12,980 ",None,Forced Air,Underground,Condo Apt,Queen West,Yes,No,TSCC-2535,46-56 sqm, details,1,1,0,"$649,000 ","CITY ALLIANCE REAL ESTATE SERVICES LTD., BROKERAGE",C5428338,402 - 435 Richmond St W,"Concierge, Gym, Media Room, Rooftop Deck, Visitor Parking, Pets, Party Room, BBQ Permitted","Heat, Water, Air Conditioning, Common Element, Building Insurance"
0,645,N,$500.63 ,30/45,12 years old,Juliet Balcony,"$11,165 ",None,Forced Air,Underground,Condo Apt,Distillery District,Yes,Yes,TSCC-2012,56-65 sqm, details,1+1,1,1,"$669,900 ","RE/MAX HALLMARK REALTY LTD., BROKERAGE",C5427703,321 - 33 Mill St,"Concierge, Guest Suites, Gym, Outdoor Pool, Party Room, Rooftop Deck, BBQ Permitted, Media Room","Heat, Water, Air Conditioning, Common Element, Building Insurance"
0,1200-1399,EW,"$1,004.22 ",Tba,43 years old,Terrace,"$4,608 - $5,396",Ensuite,Forced Air,Underground,Condo Townhouse,York University Heights,Yes,Yes,YCC-375,111-130 sqm, details,3,3,1,"$599,000 ","ROYAL LEPAGE TERREQUITY REALTY, BROKERAGE",W5428873,17 - 3690 Keele St,"Parking Garage, Pet Restriction, Security System, Outdoor Pool, BBQ Permitted, Visitor Parking","Heat, Water, Cable TV, Common Element, Building Insurance, Parking"
0,566,SE,$379.02 ,Flexible,0 years old,Open Balcony,"$11,302 ",Owned,Forced Air,Underground,Condo Apt,Mimico,Yes,Yes,TSCC-2830,46-56 sqm, details,1+1,1,1,"$599,000 ","KELLER WILLIAMS CO-ELEVATION REALTY, BROKERAGE",W5426832,1110 - 39 Annie Craig Dr,"Concierge, Gym, Guest Suites, Party Room, Visitor Parking, Pool, Outdoor Patio, Visitor Lounge","Heat, Water, Common Element, Building Insurance, Air Conditioning"
0,589,W,$523.57 ,30/45/60/Flex,1 years old,Terrace,"$9,073 ",Owned,Forced Air,Underground,Condo Apt,Stonegate-Queensway,Yes,Yes,TSCC-2805,46-56 sqm, details,1+1,1,1,"$499,000 ","PSR, BROKERAGE",W5427734,102 - 1 Neighbourhood Lane,"BBQ Permitted, Bike Storage, Concierge, Guest Suites, Gym, Party Room, Meeting Room, Rooftop Deck","Heat, Water, Common Element, Building Insurance"
0,735,E,$510.80 ,Tba,0 years old,Open Balcony,"$10,279 ",Owned,Forced Air,Underground,Condo Apt,Liberty Village,Yes,Yes,TSCC-2859,65-74 sqm, details,2,2,1,"$699,000 ","RE/MAX REAL ESTATE CENTRE TEAM ARORA REALTY, BROKERAGE",C5427067,308 - 49 East Liberty St,"Concierge, Gym, Outdoor Pool, Party Room, Rooftop Deck, Visitor Parking, Beanfield Fibre Available",Heat
0,722,E,$640.87 ,60 Days/Tba,16 years old,None,"$10,134 ",Owned,Forced Air,Underground,Condo Apt,Lawrence Park South,Yes,2,TSCC-1689,65-74 sqm, details,1+1,1,2,"$679,000 ","SAGE REAL ESTATE LIMITED, BROKERAGE",C5426816,508 - 451 Rosewell Ave,"Concierge, Gym, Guest Suites, Party Room, Security System, Visitor Parking, Public Transit, Elevator","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,1059,NW,$748.00 ,Tbd,5 years old,Open Balcony,"$13,265 ",None,Forced Air,Owned,Condo Apt,The Waterfront,Yes,No,TSCC-2509,93-111 sqm, details,2,2,0,"$1,299,990 ","SOTHEBY`S INTERNATIONAL REALTY CANADA, BROKERAGE",C5427774,626 - 29 Queens Quay E,"Car Wash, Gym, Guest Suites, Indoor Pool, Outdoor Pool, Visitor Parking, BBQ Permitted, Beanfield Fibre Available","Heat, Water, Common Element, Building Insurance, Parking, Air Conditioning"
0,1252,SW,"$1,115.00 ",Tbd,18 years old,Open Balcony,"$8,612 ",Owned,Forced Air,Underground,Condo Apt,Banbury | Don Mills,Yes,2,TSCC-1813,111-130 sqm, details,2,2,2,"$999,000 ","ROYAL LEPAGE SIGNATURE REALTY, BROKERAGE",C5427052,1403 - 1105 Leslie St,"Concierge, Public Transit, Party Room, Car Wash, Guest Suites, Meeting Room, Parking Garage, Pet Restriction","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,700-799,W,$904.50 ,Immediate/Tba,50 years old,Open Balcony,"$11,485 - $13,075",Exclusive,Forced Air,Underground,Condo Apt,Annex - U of T,Yes,Yes,YCC-40,65-74 sqm, details,1,1,1,"$849,900 ","ROYAL LEPAGE REAL ESTATE SERVICES LTD., BROKERAGE",C5427832,206 - 190 St George St,"Gym, Rec Room, Security System, Visitor Parking, Bike Storage, Sauna","Heat, Water, Hydro, Cable TV, Air Conditioning, Common Element, Building Insurance, Parking"
0,1206,SW,$986.56 ,Flexible,38 years old,Open Balcony,"$6,695 ",Ensuite,Forced Air,Underground,Condo Apt,Church St. Corridor,Yes,Yes,MTCC-615,111-130 sqm, details,2+1,2,NA,"$749,800 ","HOMELIFE/5 STAR REALTY LTD., BROKERAGE",C5426025,804 - 192 Jarvis St,"BBQ Permitted, Bike Storage, Gym, Party Room, Rooftop Deck, Sauna, Public Transit, Parking Garage","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,1800-1999,NS,$510.03 ,Immediate,6 years old,Terrace,"$6,989 - $7,784",None,Forced Air,Owned,Condo Townhouse,Henry Farm,Yes,2,TSCC-2428,167-186 sqm, details,3+1,3,2,"$1,300,000 ","ROYAL LEPAGE SIGNATURE REALTY, BROKERAGE",C5425710,TH13 - 60 Forest Manor Rd,"BBQ Permitted, Concierge, Gym, Indoor Pool, Party Room, Visitor Parking, Public Transit, Guest Suites","Air Conditioning, Common Element, Heat, Building Insurance, Parking, Water"
0,500-599,SW,$0.00 ,2022-02-28 0:00,New,Terrace,"$11,875 - $14,457",Owned,Forced Air,Underground,Condo Apt,Junction Area,Yes,Yes,,46-56 sqm, details,1,1,1,"$665,000 ","RE/MAX HALLMARK REALTY LTD., BROKERAGE",W5427830,527 - 2306 St Clair Ave W,"Concierge, Gym, Guest Suites, Party Room, Visitor Parking, BBQ Permitted, Bike Storage, Indoor Child Play Area",Heat
0,1008,E,$841.20 ,30 Days,23 years old,None,"$5,318 ",Owned,Forced Air,Underground,Condo Apt,Agincourt North,Yes,Yes,MTCC-1179,93-111 sqm, details,2+1,2,1,"$499,900 ","RE/MAX HALLMARK REALTY LTD., BROKERAGE",E5427707,PH09 - 2628 Mccowan Rd,"Concierge, Parking Garage, Pet Restriction, Sauna, Security Guard, Security System, Indoor Pool","Heat, Water, Hydro, Air Conditioning, Common Element, Building Insurance, Parking"
0,1006,S,$834.26 ,45 Days/Tba,30 years old,None,"$6,183 ",Exclusive,Forced Air,Underground,Condo Apt,Weston,Yes,Yes,MTCC-983,93-111 sqm, details,2,2,1,"$575,000 ","HOMELIFE/LOCAL REAL ESTATE LTD., BROKERAGE",W5426208,702 - 3 Hickory Tree Rd,"Gym, Guest Suites, Indoor Pool, Party Room, Tennis Court, Visitor Parking, Parking Garage, Pet Restriction","Heat, Water, Hydro, Cable TV, Air Conditioning, Common Element, Parking"
0,822,NW,$601.49 ,Tbd,1 years old,Terrace,"$14,461 ",Owned,Forced Air,Underground,Condo Apt,Yonge-St. Clair,Yes,Yes,TSCC-2800,74-84 sqm, details,2+1,2,1,"$1,099,000 ","RE/MAX WEST EXPERTS, BROKERAGE",C5427198,309 - 609 Avenue Rd,"Concierge, Gym, Games Room, Party Room, Security Guard, Visitor Parking, Rec Room","Heat, Common Element, Building Insurance"
0,965,SE,$588.65 ,Tba,42 years old,Open Balcony,"$3,888 ",None,Other,Underground,Condo Apt,West Hill,Yes,Yes,YCC-469,84-93 sqm, details,2,1,NA,"$349,900 ","VANGUARD REALTY BROKERAGE CORP., BROKERAGE",E5426888,402 - 90 Ling Rd,"Gym, Outdoor Pool, Party Room, Security Guard, Tennis Court, Visitor Parking, Parking Garage, Pet Restriction","Heat, Water, Cable TV, Common Element, Building Insurance, Parking"
0,1173,S,$950.19 ,60-90-120,31 years old,Terrace,"$6,422 ",None,Forced Air,Owned,Condo Apt,Westminster | Branson,Yes,Yes,MTCC-879,93-111 sqm, details,2+1,2,1,"$699,999 ","ROYAL LEPAGE YOUR COMMUNITY REALTY, BROKERAGE",C5425827,106 - 1131 Steeles Ave,"Gym, Outdoor Pool, Party Room, Security Guard, Tennis Court, Visitor Parking, Parking Garage, Sauna","Heat, Water, Hydro, Cable TV, Air Conditioning, Common Element, Building Insurance, Parking"
0,840,S,$657.30 ,Tba,6 years old,Open Balcony,"$11,526 ",None,Forced Air,Underground,Condo Apt,Willowdale East,Yes,Yes,TSCC-2442,74-84 sqm, details,2,2,1,"$899,000 ","DEL REALTY INCORPORATED, BROKERAGE",C5427771,3226 - 5 Sheppard Ave E,"Concierge, Gym, Indoor Pool, Party Room, Rec Room, Rooftop Deck, Public Transit, Visitor Parking","Water, Air Conditioning, Common Element, Heat, Building Insurance, Parking"
0,701,E,$536.00 ,Tba,6 years old,Open Balcony,"$13,815 ",None,Forced Air,Underground,Condo Apt,Bay St. Corridor,Yes,Yes,TSCC-2421,65-74 sqm, details,1+1,1,1,"$898,000 ","LIVING REALTY INC., BROKERAGE",C5426001,4205 - 386 Yonge St,"Beanfield Fibre Available, Concierge, Guest Suites, Media Room, Meeting Room, Outdoor Patio, Parking Garage, Party Room","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,634,N,$448.54 ,30/60 Days,2 years old,Open Balcony,"$8,285 ",Owned,Forced Air,Underground,Condo Apt,Birchcliffe-Cliffside,Yes,Yes,TSCC-2713,56-65 sqm, details,1+1,1,NA,"$488,800 ","CENTURY 21 INNOVATIVE REALTY INC., BROKERAGE",E5425987,631 - 22 East Haven Dr,"Concierge, Gym, Party Room, Rooftop Deck, Visitor Parking, BBQ Permitted, Meeting Room, Parking Garage","Heat, Water, Common Element, Building Insurance"
